Accuracy,Weighted Precision,Weighted Recall,Weighted F1-Score
0.9944249761070404,0.9944512236584816,0.9944249761070404,0.9944283033541472
0.9934692577253904,0.9934889187519316,0.9934692577253904,0.9934686139799944
0.9928321121376236,0.992836541592206,0.9928321121376236,0.9928306678371832
0.9921949665498566,0.9922044501814562,0.9921949665498566,0.9921978225514776
0.9910799617712648,0.9910955650540748,0.9910799617712648,0.991083321273913
0.9906021025804396,0.9906297626517486,0.9906021025804396,0.990601019879726
0.9859827970691304,0.9860195972520364,0.9859827970691304,0.9859881116375274
